county,county_fips,state,total_population,health_service_area_number,health_service_area,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
"Jasper County, TX",48241,Texas,"35,529",413,"Jefferson (Beaumont), TX - Orange, TX",1.80%,3,11.26,Low,3/24/22
"Jeff Davis County, TX",48243,Texas,"2,274",526,"Brewster, TX - Presidio, TX",0.00%,0,0,Low,3/24/22
"Jefferson County, TX",48245,Texas,"251,565",413,"Jefferson (Beaumont), TX - Orange, TX",1.80%,3,164.57,Low,3/24/22
"Jim Hogg County, TX",48247,Texas,"5,200",538,"Webb (Laredo), TX - Zapata, TX",4.30%,1.7,38.46,Low,3/24/22
"Jim Wells County, TX",48249,Texas,"40,482",437,"Nueces (Corpus Christi), TX - San Patricio, TX",4.40%,13.3,135.86,Medium,3/24/22
"Johnson County, TX",48251,Texas,"175,817",434,"Tarrant (Fort Worth), TX - Johnson, TX",1.90%,4.8,146.17,Low,3/24/22
"Jones County, TX",48253,Texas,"20,083",428,"Taylor (Abilene), TX - Jones, TX",0.80%,3.8,24.9,Low,3/24/22
"Karnes County, TX",48255,Texas,"15,601",513,"Bee, TX - Karnes, TX",5.60%,8.3,455.1,Medium,3/24/22
"Kaufman County, TX",48257,Texas,"136,154",453,"Dallas (Dallas), TX - Collin, TX",2.60%,4.3,33.79,Low,3/24/22
"Kendall County, TX",48259,Texas,"47,431",410,"Bexar (San Antonio), TX - Guadalupe, TX",2.70%,4.9,59.03,Low,3/24/22
"Kenedy County, TX",48261,Texas,404,437,"Nueces (Corpus Christi), TX - San Patricio, TX",4.40%,13.3,0,Medium,3/24/22
"Kent County, TX",48263,Texas,762,428,"Taylor (Abilene), TX - Jones, TX",0.80%,3.8,0,Low,3/24/22
"Kerr County, TX",48265,Texas,"52,600",506,"Kerr, TX - Gillespie, TX",0.00%,0,85.55,Low,3/24/22
"Kimble County, TX",48267,Texas,"4,337",506,"Kerr, TX - Gillespie, TX",0.00%,0,0,Low,3/24/22
"King County, TX",48269,Texas,272,406,"Lubbock (Lubbock), TX - Hockley, TX",1.40%,5.1,0,Low,3/24/22
"Kinney County, TX",48271,Texas,"3,667",516,"Maverick, TX - Val Verde, TX",0.00%,2.7,0,Low,3/24/22
"Kleberg County, TX",48273,Texas,"30,680",437,"Nueces (Corpus Christi), TX - San Patricio, TX",4.40%,13.3,52.15,Medium,3/24/22
"Knox County, TX",48275,Texas,"3,664",420,"Wichita (Wichita Falls), TX - Montague, TX",1.50%,1,0,Low,3/24/22
"Lamar County, TX",48277,Texas,"49,859",438,"Lamar, TX - Choctaw, OK",0.00%,6.1,6.02,Low,3/24/22
"Lamb County, TX",48279,Texas,"12,893",406,"Lubbock (Lubbock), TX - Hockley, TX",1.40%,5.1,77.56,Low,3/24/22
"Lampasas County, TX",48281,Texas,"21,428",452,"Bell (Killeen), TX - Coryell, TX",2.60%,5.6,14,Low,3/24/22
"La Salle County, TX",48283,Texas,"7,520",410,"Bexar (San Antonio), TX - Guadalupe, TX",2.70%,4.9,93.09,Low,3/24/22
"Lavaca County, TX",48285,Texas,"20,154",433,"Victoria (Victoria), TX - Calhoun, TX",2.30%,3.3,54.58,Low,3/24/22
"Lee County, TX",48287,Texas,"17,239",425,"Travis (Austin), TX - Williamson, TX",1.90%,1.6,52.21,Low,3/24/22
"Leon County, TX",48289,Texas,"17,404",501,"Leon, TX - Madison, TX",0.00%,0,22.98,Low,3/24/22
"Liberty County, TX",48291,Texas,"88,219",408,"Harris (Houston), TX - Fort Bend, TX",3.30%,6.1,329.86,Medium,3/24/22
"Limestone County, TX",48293,Texas,"23,437",462,"McLennan (Waco), TX - Hill, TX",1.10%,3,17.07,Low,3/24/22
"Lipscomb County, TX",48295,Texas,"3,233",469,"Woodward, OK - Dewey, OK",0.00%,0,618.62,Medium,3/24/22
"Live Oak County, TX",48297,Texas,"12,207",437,"Nueces (Corpus Christi), TX - San Patricio, TX",4.40%,13.3,24.58,Medium,3/24/22
"Llano County, TX",48299,Texas,"21,795",425,"Travis (Austin), TX - Williamson, TX",1.90%,1.6,36.71,Low,3/24/22
"Loving County, TX",48301,Texas,169,415,"El Paso (El Paso), TX - Hudspeth, TX",4.00%,4.4,1775.15,Medium,3/24/22
"Lubbock County, TX",48303,Texas,"310,569",406,"Lubbock (Lubbock), TX - Hockley, TX",1.40%,5.1,28.34,Low,3/24/22
"Lynn County, TX",48305,Texas,"5,951",406,"Lubbock (Lubbock), TX - Hockley, TX",1.40%,5.1,420.1,Medium,3/24/22
"McCulloch County, TX",48307,Texas,"7,984",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,12.53,Low,3/24/22
"McLennan County, TX",48309,Texas,"256,623",462,"McLennan (Waco), TX - Hill, TX",1.10%,3,92.74,Low,3/24/22
"McMullen County, TX",48311,Texas,743,410,"Bexar (San Antonio), TX - Guadalupe, TX",2.70%,4.9,0,Low,3/24/22
"Madison County, TX",48313,Texas,"14,284",501,"Leon, TX - Madison, TX",0.00%,0,42.01,Low,3/24/22
"Marion County, TX",48315,Texas,"9,854",485,"Harrison (Marshall), TX - Cass, TX",0.00%,0,0,Low,3/24/22
"Martin County, TX",48317,Texas,"5,771",492,"Midland (Midland), TX - Pecos, TX",0.40%,1,86.64,Low,3/24/22
"Mason County, TX",48319,Texas,"4,274",506,"Kerr, TX - Gillespie, TX",0.00%,0,0,Low,3/24/22
"Matagorda County, TX",48321,Texas,"36,643",505,"Brazoria (Lake Jackson), TX - Wharton, TX",1.60%,0.9,57.31,Low,3/24/22
"Maverick County, TX",48323,Texas,"58,722",516,"Maverick, TX - Val Verde, TX",0.00%,2.7,42.57,Low,3/24/22
"Medina County, TX",48325,Texas,"51,584",410,"Bexar (San Antonio), TX - Guadalupe, TX",2.70%,4.9,89.17,Low,3/24/22
"Menard County, TX",48327,Texas,"2,138",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,0,Low,3/24/22
"Midland County, TX",48329,Texas,"176,832",492,"Midland (Midland), TX - Pecos, TX",0.40%,1,320.64,Medium,3/24/22
"Milam County, TX",48331,Texas,"24,823",452,"Bell (Killeen), TX - Coryell, TX",2.60%,5.6,8.06,Low,3/24/22
"Mills County, TX",48333,Texas,"4,873",468,"Brown, TX - Coleman, TX",0.00%,0,20.52,Low,3/24/22
"Mitchell County, TX",48335,Texas,"8,545",503,"Nolan, TX - Mitchell, TX",0.80%,18.5,0,Medium,3/24/22
"Montague County, TX",48337,Texas,"19,818",420,"Wichita (Wichita Falls), TX - Montague, TX",1.50%,1,80.73,Low,3/24/22
"Montgomery County, TX",48339,Texas,"607,391",408,"Harris (Houston), TX - Fort Bend, TX",3.30%,6.1,348.54,Medium,3/24/22
"Moore County, TX",48341,Texas,"20,940",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,219.68,Medium,3/24/22
"Morris County, TX",48343,Texas,"12,388",465,"Titus, TX - Morris, TX",1.00%,5.8,24.22,Low,3/24/22
"Motley County, TX",48345,Texas,"1,200",406,"Lubbock (Lubbock), TX - Hockley, TX",1.40%,5.1,583.33,Medium,3/24/22
"Nacogdoches County, TX",48347,Texas,"65,204",447,"Nacogdoches, TX - Shelby, TX",1.30%,2.7,36.81,Low,3/24/22
"Navarro County, TX",48349,Texas,"50,113",489,"Navarro, TX - Freestone, TX",1.00%,2.9,11.97,Low,3/24/22
"Newton County, TX",48351,Texas,"13,595",413,"Jefferson (Beaumont), TX - Orange, TX",1.80%,3,14.71,Low,3/24/22
"Nolan County, TX",48353,Texas,"14,714",503,"Nolan, TX - Mitchell, TX",0.80%,18.5,13.59,Medium,3/24/22
"Nueces County, TX",48355,Texas,"362,294",437,"Nueces (Corpus Christi), TX - San Patricio, TX",4.40%,13.3,74.53,Medium,3/24/22
"Ochiltree County, TX",48357,Texas,"9,836",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,915.01,Medium,3/24/22
"Oldham County, TX",48359,Texas,"2,112",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,426.14,Medium,3/24/22
"Orange County, TX",48361,Texas,"83,396",413,"Jefferson (Beaumont), TX - Orange, TX",1.80%,3,4.8,Low,3/24/22
"Palo Pinto County, TX",48363,Texas,"29,189",479,"Palo Pinto, TX - Jack, TX",0.00%,0,20.56,Low,3/24/22
"Panola County, TX",48365,Texas,"23,194",454,"Gregg (Longview), TX - Rusk, TX",1.50%,2.1,112.1,Low,3/24/22
"Parker County, TX",48367,Texas,"142,878",434,"Tarrant (Fort Worth), TX - Johnson, TX",1.90%,4.8,38.49,Low,3/24/22
"Parmer County, TX",48369,Texas,"9,605",491,"Deaf Smith, TX - Parmer, TX",0.00%,17.8,72.88,Medium,3/24/22
"Pecos County, TX",48371,Texas,"15,823",492,"Midland (Midland), TX - Pecos, TX",0.40%,1,436.07,Medium,3/24/22
"Polk County, TX",48373,Texas,"51,353",449,"Angelina, TX - Walker, TX",2.40%,2.7,29.21,Low,3/24/22
"Potter County, TX",48375,Texas,"117,415",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,327.05,Medium,3/24/22
"Presidio County, TX",48377,Texas,"6,704",526,"Brewster, TX - Presidio, TX",0.00%,0,0,Low,3/24/22
"Rains County, TX",48379,Texas,"12,514",453,"Dallas (Dallas), TX - Collin, TX",2.60%,4.3,0,Low,3/24/22
"Randall County, TX",48381,Texas,"137,713",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,7.26,Low,3/24/22
"Reagan County, TX",48383,Texas,"3,849",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,0,Low,3/24/22
"Real County, TX",48385,Texas,"3,452",506,"Kerr, TX - Gillespie, TX",0.00%,0,0,Low,3/24/22
"Red River County, TX",48387,Texas,"12,023",438,"Lamar, TX - Choctaw, OK",0.00%,6.1,41.59,Low,3/24/22
"Reeves County, TX",48389,Texas,"15,976",444,"Ector (Odessa), TX - Reeves, TX",3.00%,3.4,18.78,Low,3/24/22
"Refugio County, TX",48391,Texas,"6,948",433,"Victoria (Victoria), TX - Calhoun, TX",2.30%,3.3,57.57,Low,3/24/22
"Roberts County, TX",48393,Texas,854,460,"Gray, TX - Wheeler, TX",0.00%,0,0,Low,3/24/22
"Robertson County, TX",48395,Texas,"17,074",464,"Brazos (Bryan), TX - Washington, TX",1.30%,4.6,17.57,Low,3/24/22
"Rockwall County, TX",48397,Texas,"104,915",453,"Dallas (Dallas), TX - Collin, TX",2.60%,4.3,23.83,Low,3/24/22
"Runnels County, TX",48399,Texas,"10,264",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,48.71,Low,3/24/22
"Rusk County, TX",48401,Texas,"54,406",454,"Gregg (Longview), TX - Rusk, TX",1.50%,2.1,14.7,Low,3/24/22
"Sabine County, TX",48403,Texas,"10,542",447,"Nacogdoches, TX - Shelby, TX",1.30%,2.7,37.94,Low,3/24/22
"San Augustine County, TX",48405,Texas,"8,237",447,"Nacogdoches, TX - Shelby, TX",1.30%,2.7,121.4,Low,3/24/22
"San Jacinto County, TX",48407,Texas,"28,859",408,"Harris (Houston), TX - Fort Bend, TX",3.30%,6.1,221.77,Medium,3/24/22
"San Patricio County, TX",48409,Texas,"66,730",437,"Nueces (Corpus Christi), TX - San Patricio, TX",4.40%,13.3,13.49,Medium,3/24/22
"San Saba County, TX",48411,Texas,"6,055",468,"Brown, TX - Coleman, TX",0.00%,0,16.52,Low,3/24/22
"Schleicher County, TX",48413,Texas,"2,793",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,0,Low,3/24/22
"Scurry County, TX",48415,Texas,"16,703",519,"Scurry, TX",0.00%,0,0,Low,3/24/22
"Shackelford County, TX",48417,Texas,"3,265",428,"Taylor (Abilene), TX - Jones, TX",0.80%,3.8,0,Low,3/24/22
"Shelby County, TX",48419,Texas,"25,274",447,"Nacogdoches, TX - Shelby, TX",1.30%,2.7,185.96,Low,3/24/22
"Sherman County, TX",48421,Texas,"3,022",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,132.36,Low,3/24/22
"Smith County, TX",48423,Texas,"232,751",441,"Smith (Tyler), TX - Henderson, TX",4.70%,3.1,12.03,Low,3/24/22
"Somervell County, TX",48425,Texas,"9,128",434,"Tarrant (Fort Worth), TX - Johnson, TX",1.90%,4.8,21.91,Low,3/24/22
"Starr County, TX",48427,Texas,"64,633",427,"Hidalgo (Mcallen), TX - Starr, TX",3.10%,7.7,91.28,Low,3/24/22
"Stephens County, TX",48429,Texas,"9,366",428,"Taylor (Abilene), TX - Jones, TX",0.80%,3.8,106.77,Low,3/24/22
"Sterling County, TX",48431,Texas,"1,291",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,0,Low,3/24/22
"Stonewall County, TX",48433,Texas,"1,350",428,"Taylor (Abilene), TX - Jones, TX",0.80%,3.8,0,Low,3/24/22
"Sutton County, TX",48435,Texas,"3,776",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,79.45,Low,3/24/22
"Swisher County, TX",48437,Texas,"7,397",405,"Potter (Amarillo), TX - Randall, TX",2.00%,1.4,121.67,Low,3/24/22
"Tarrant County, TX",48439,Texas,"2,102,515",434,"Tarrant (Fort Worth), TX - Johnson, TX",1.90%,4.8,35.53,Low,3/24/22
"Taylor County, TX",48441,Texas,"138,034",428,"Taylor (Abilene), TX - Jones, TX",0.80%,3.8,71.72,Low,3/24/22
"Terrell County, TX",48443,Texas,776,492,"Midland (Midland), TX - Pecos, TX",0.40%,1,515.46,Medium,3/24/22
"Terry County, TX",48445,Texas,"12,337",514,"Terry, TX - Yoakum, TX",0.00%,0,129.69,Low,3/24/22
"Throckmorton County, TX",48447,Texas,"1,501",420,"Wichita (Wichita Falls), TX - Montague, TX",1.50%,1,0,Low,3/24/22
"Titus County, TX",48449,Texas,"32,750",465,"Titus, TX - Morris, TX",1.00%,5.8,97.71,Low,3/24/22
"Tom Green County, TX",48451,Texas,"119,200",426,"Tom Green (San Angelo), TX - Runnels, TX",0.10%,0,11.74,Low,3/24/22
"Travis County, TX",48453,Texas,"1,273,954",425,"Travis (Austin), TX - Williamson, TX",1.90%,1.6,37.76,Low,3/24/22
"Trinity County, TX",48455,Texas,"14,651",449,"Angelina, TX - Walker, TX",2.40%,2.7,156.99,Low,3/24/22
"Tyler County, TX",48457,Texas,"21,672",413,"Jefferson (Beaumont), TX - Orange, TX",1.80%,3,13.84,Low,3/24/22
"Upshur County, TX",48459,Texas,"41,753",454,"Gregg (Longview), TX - Rusk, TX",1.50%,2.1,43.11,Low,3/24/22
"Upton County, TX",48461,Texas,"3,657",492,"Midland (Midland), TX - Pecos, TX",0.40%,1,0,Low,3/24/22
"Uvalde County, TX",48463,Texas,"26,741",536,"Uvalde, TX",3.90%,7.5,14.96,Low,3/24/22
"Val Verde County, TX",48465,Texas,"49,025",516,"Maverick, TX - Val Verde, TX",0.00%,2.7,10.2,Low,3/24/22
"Van Zandt County, TX",48467,Texas,"56,590",441,"Smith (Tyler), TX - Henderson, TX",4.70%,3.1,8.84,Low,3/24/22
"Victoria County, TX",48469,Texas,"92,084",433,"Victoria (Victoria), TX - Calhoun, TX",2.30%,3.3,56.47,Low,3/24/22
"Walker County, TX",48471,Texas,"72,971",449,"Angelina, TX - Walker, TX",2.40%,2.7,41.11,Low,3/24/22
"Waller County, TX",48473,Texas,"55,246",408,"Harris (Houston), TX - Fort Bend, TX",3.30%,6.1,132.14,Low,3/24/22
"Ward County, TX",48475,Texas,"11,998",444,"Ector (Odessa), TX - Reeves, TX",3.00%,3.4,50.01,Low,3/24/22
"Washington County, TX",48477,Texas,"35,882",464,"Brazos (Bryan), TX - Washington, TX",1.30%,4.6,197.87,Low,3/24/22
"Webb County, TX",48479,Texas,"276,652",538,"Webb (Laredo), TX - Zapata, TX",4.30%,1.7,47.35,Low,3/24/22
"Wharton County, TX",48481,Texas,"41,556",505,"Brazoria (Lake Jackson), TX - Wharton, TX",1.60%,0.9,197.32,Low,3/24/22
"Wheeler County, TX",48483,Texas,"5,056",460,"Gray, TX - Wheeler, TX",0.00%,0,118.67,Low,3/24/22
"Wichita County, TX",48485,Texas,"132,230",420,"Wichita (Wichita Falls), TX - Montague, TX",1.50%,1,193.6,Low,3/24/22
"Wilbarger County, TX",48487,Texas,"12,769",458,"Wilbarger, TX - Hardeman, TX",0.00%,0,0,Low,3/24/22
"Willacy County, TX",48489,Texas,"21,358",520,"Cameron (Brownsville), TX - Willacy, TX",2.90%,1.8,126.42,Low,3/24/22
"Williamson County, TX",48491,Texas,"590,551",425,"Travis (Austin), TX - Williamson, TX",1.90%,1.6,30.14,Low,3/24/22
"Wilson County, TX",48493,Texas,"51,070",410,"Bexar (San Antonio), TX - Guadalupe, TX",2.70%,4.9,78.32,Low,3/24/22
"Winkler County, TX",48495,Texas,"8,010",444,"Ector (Odessa), TX - Reeves, TX",3.00%,3.4,12.48,Low,3/24/22
"Wise County, TX",48497,Texas,"69,984",495,"Denton (Denton), TX - Wise, TX",2.70%,2,98.59,Low,3/24/22
"Wood County, TX",48499,Texas,"45,539",441,"Smith (Tyler), TX - Henderson, TX",4.70%,3.1,6.59,Low,3/24/22
"Yoakum County, TX",48501,Texas,"8,713",514,"Terry, TX - Yoakum, TX",0.00%,0,68.86,Low,3/24/22
"Young County, TX",48503,Texas,"18,010",420,"Wichita (Wichita Falls), TX - Montague, TX",1.50%,1,44.42,Low,3/24/22
"Zapata County, TX",48505,Texas,"14,179",538,"Webb (Laredo), TX - Zapata, TX",4.30%,1.7,28.21,Low,3/24/22
"Zavala County, TX",48507,Texas,"11,840",410,"Bexar (San Antonio), TX - Guadalupe, TX",2.70%,4.9,84.46,Low,3/24/22
"Beaver County, UT",49001,Utah,"6,710",755,"Iron, UT - Beaver, UT",0.10%,3.2,0,Low,3/24/22
"Box Elder County, UT",49003,Utah,"56,046",744,"Davis, UT - Weber (Ogden), UT",2.00%,3.4,10.71,Low,3/24/22
"Cache County, UT",49005,Utah,"128,289",715,"Cache, UT - Franklin, ID",0.90%,4,28.06,Low,3/24/22
"Carbon County, UT",49007,Utah,"20,463",809,"Carbon, UT - Emery, UT",0.20%,3.3,0,Low,3/24/22
"Daggett County, UT",49009,Utah,950,799,"Sweetwater, WY - Daggett, UT",2.00%,2.3,0,Low,3/24/22
"Davis County, UT",49011,Utah,"355,481",744,"Davis, UT - Weber (Ogden), UT",2.00%,3.4,33.19,Low,3/24/22
"Duchesne County, UT",49013,Utah,"19,938",708,"Salt Lake (Salt Lake City), UT - Tooele, UT",2.30%,4,0,Low,3/24/22
"Emery County, UT",49015,Utah,"10,012",809,"Carbon, UT - Emery, UT",0.20%,3.3,0,Low,3/24/22
"Garfield County, UT",49017,Utah,"5,051",707,"Clark (Las Vegas), NV - Washington, UT",2.20%,4.2,0,Low,3/24/22
"Grand County, UT",49019,Utah,"9,754",711,"Mesa, CO - Garfield, CO",1.40%,4,0,Low,3/24/22
"Iron County, UT",49021,Utah,"54,839",755,"Iron, UT - Beaver, UT",0.10%,3.2,0,Low,3/24/22
"Juab County, UT",49023,Utah,"12,017",703,"Utah (Provo), UT - Sanpete, UT",1.60%,3.2,0,Low,3/24/22
"Kane County, UT",49025,Utah,"7,886",707,"Clark (Las Vegas), NV - Washington, UT",2.20%,4.2,0,Low,3/24/22
"Millard County, UT",49027,Utah,"13,188",703,"Utah (Provo), UT - Sanpete, UT",1.60%,3.2,15.17,Low,3/24/22
"Morgan County, UT",49029,Utah,"12,124",744,"Davis, UT - Weber (Ogden), UT",2.00%,3.4,230.95,Medium,3/24/22
"Piute County, UT",49031,Utah,"1,479",707,"Clark (Las Vegas), NV - Washington, UT",2.20%,4.2,67.61,Low,3/24/22
"Rich County, UT",49033,Utah,"2,483",744,"Davis, UT - Weber (Ogden), UT",2.00%,3.4,0,Low,3/24/22
"Salt Lake County, UT",49035,Utah,"1,160,437",708,"Salt Lake (Salt Lake City), UT - Tooele, UT",2.30%,4,40.42,Low,3/24/22
"San Juan County, UT",49037,Utah,"15,308",740,"San Juan, NM - Navajo, AZ",2.20%,3.1,45.73,Low,3/24/22
"Sanpete County, UT",49039,Utah,"30,939",703,"Utah (Provo), UT - Sanpete, UT",1.60%,3.2,38.79,Low,3/24/22
"Sevier County, UT",49041,Utah,"21,620",703,"Utah (Provo), UT - Sanpete, UT",1.60%,3.2,9.25,Low,3/24/22
"Summit County, UT",49043,Utah,"42,145",708,"Salt Lake (Salt Lake City), UT - Tooele, UT",2.30%,4,94.91,Low,3/24/22
"Tooele County, UT",49045,Utah,"72,259",708,"Salt Lake (Salt Lake City), UT - Tooele, UT",2.30%,4,51.2,Low,3/24/22
"Uintah County, UT",49047,Utah,"35,734",708,"Salt Lake (Salt Lake City), UT - Tooele, UT",2.30%,4,0,Low,3/24/22
"Utah County, UT",49049,Utah,"636,235",703,"Utah (Provo), UT - Sanpete, UT",1.60%,3.2,27.35,Low,3/24/22
"Wasatch County, UT",49051,Utah,"34,091",708,"Salt Lake (Salt Lake City), UT - Tooele, UT",2.30%,4,49.87,Low,3/24/22
"Washington County, UT",49053,Utah,"177,556",707,"Clark (Las Vegas), NV - Washington, UT",2.20%,4.2,0,Low,3/24/22
"Wayne County, UT",49055,Utah,"2,711",703,"Utah (Provo), UT - Sanpete, UT",1.60%,3.2,0,Low,3/24/22
"Weber County, UT",49057,Utah,"260,213",744,"Davis, UT - Weber (Ogden), UT",2.00%,3.4,27.67,Low,3/24/22
"Addison County, VT",50001,Vermont,"36,777",49,"Chittenden (Burlington), VT - Franklin, VT",0.90%,4.7,111.48,Low,3/24/22
"Bennington County, VT",50003,Vermont,"35,470",10,"Albany (Albany), NY - Rensselaer, NY",2.10%,4.8,50.75,Low,3/24/22
"Caledonia County, VT",50005,Vermont,"29,993",103,"Caledonia, VT - Orleans, VT",2.30%,4.9,256.73,Medium,3/24/22
"Chittenden County, VT",50007,Vermont,"163,774",49,"Chittenden (Burlington), VT - Franklin, VT",0.90%,4.7,164.86,Low,3/24/22
"Essex County, VT",50009,Vermont,"6,163",138,"Coos, NH - Essex, VT",1.10%,10.6,486.78,High,3/24/22
"Franklin County, VT",50011,Vermont,"49,402",49,"Chittenden (Burlington), VT - Franklin, VT",0.90%,4.7,97.16,Low,3/24/22
"Grand Isle County, VT",50013,Vermont,"7,235",49,"Chittenden (Burlington), VT - Franklin, VT",0.90%,4.7,0,Low,3/24/22
"Lamoille County, VT",50015,Vermont,"25,362",103,"Caledonia, VT - Orleans, VT",2.30%,4.9,138,Low,3/24/22
"Orange County, VT",50017,Vermont,"28,892",15,"Grafton, NH - Washington, VT",1.60%,13.8,124.6,Medium,3/24/22
"Orleans County, VT",50019,Vermont,"27,037",103,"Caledonia, VT - Orleans, VT",2.30%,4.9,210.82,Medium,3/24/22
"Rutland County, VT",50021,Vermont,"58,191",122,"Rutland, VT",1.60%,0,101.39,Low,3/24/22
"Washington County, VT",50023,Vermont,"58,409",15,"Grafton, NH - Washington, VT",1.60%,13.8,224.28,High,3/24/22
"Windham County, VT",50025,Vermont,"42,222",90,"Cheshire, NH - Windham, VT",3.60%,3.4,97.11,Low,3/24/22
"Windsor County, VT",50027,Vermont,"55,062",15,"Grafton, NH - Washington, VT",1.60%,13.8,201.59,High,3/24/22
"Accomack County, VA",51001,Virginia,"32,316",137,"Accomack, VA - Northampton, VA",0.00%,0,18.57,Low,3/24/22
"Albemarle County, VA",51003,Virginia,"109,330",99,"Albemarle, VA - Charlottesville City, VA",3.00%,6.3,97.87,Low,3/24/22
"Alleghany County, VA",51005,Virginia,"14,860",30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",0.80%,1.4,40.38,Low,3/24/22
"Amelia County, VA",51007,Virginia,"13,145",33,"Henrico (Richmond), VA - Chesterfield, VA",2.40%,5,53.25,Low,3/24/22
"Amherst County, VA",51009,Virginia,"31,605",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,151.87,Low,3/24/22
"Appomattox County, VA",51011,Virginia,"15,911",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,144.55,Low,3/24/22
"Arlington County, VA",51013,Virginia,"236,842",69,"Fairfax, VA - Arlington, VA",1.50%,1.6,106.82,Low,3/24/22
"Augusta County, VA",51015,Virginia,"75,558",97,"Augusta, VA - Staunton City, VA",2.70%,4.9,48.97,Low,3/24/22
"Bath County, VA",51017,Virginia,"4,147",30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",0.80%,1.4,96.46,Low,3/24/22
"Bedford County, VA",51019,Virginia,"78,997",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,224.06,Medium,3/24/22
"Bland County, VA",51021,Virginia,"6,280",39,"Mercer, WV - Tazewell, VA",5.00%,9.7,15.92,Low,3/24/22
"Botetourt County, VA",51023,Virginia,"33,419",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,155.6,Low,3/24/22
"Brunswick County, VA",51025,Virginia,"16,231",130,"Brunswick, VA - Greensville, VA",0.40%,3,18.48,Low,3/24/22
"Buchanan County, VA",51027,Virginia,"21,004",39,"Mercer, WV - Tazewell, VA",5.00%,9.7,99.98,Low,3/24/22
"Buckingham County, VA",51029,Virginia,"17,148",99,"Albemarle, VA - Charlottesville City, VA",3.00%,6.3,93.31,Low,3/24/22
"Campbell County, VA",51031,Virginia,"54,885",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,162.16,Low,3/24/22
"Caroline County, VA",51033,Virginia,"30,725",135,"Stafford, VA - Spotsylvania, VA",4.40%,3.5,42.31,Low,3/24/22
"Carroll County, VA",51035,Virginia,"29,791",73,"Carroll, VA - Grayson, VA",1.50%,9.6,40.28,Low,3/24/22
"Charles City County, VA",51036,Virginia,"6,963",33,"Henrico (Richmond), VA - Chesterfield, VA",2.40%,5,43.08,Low,3/24/22
"Charlotte County, VA",51037,Virginia,"11,880",33,"Henrico (Richmond), VA - Chesterfield, VA",2.40%,5,311.45,Medium,3/24/22
"Chesterfield County, VA",51041,Virginia,"352,802",33,"Henrico (Richmond), VA - Chesterfield, VA",2.40%,5,85.6,Low,3/24/22
"Clarke County, VA",51043,Virginia,"14,619",25,"Berkeley, WV - Frederick, VA",4.30%,7.2,6.84,Low,3/24/22
"Craig County, VA",51045,Virginia,"5,131",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,58.47,Low,3/24/22
"Culpeper County, VA",51047,Virginia,"52,605",99,"Albemarle, VA - Charlottesville City, VA",3.00%,6.3,38.02,Low,3/24/22
"Cumberland County, VA",51049,Virginia,"9,932",33,"Henrico (Richmond), VA - Chesterfield, VA",2.40%,5,191.3,Low,3/24/22
"Dickenson County, VA",51051,Virginia,"14,318",55,"Wise, VA - Lee, VA",17.90%,7.6,13.97,High,3/24/22
"Dinwiddie County, VA",51053,Virginia,"28,544",77,"Petersburg City, VA - Prince George, VA",3.90%,5.8,66.56,Low,3/24/22
"Essex County, VA",51057,Virginia,"10,953",33,"Henrico (Richmond), VA - Chesterfield, VA",2.40%,5,45.65,Low,3/24/22
"Fairfax County, VA",51059,Virginia,"1,147,532",69,"Fairfax, VA - Arlington, VA",1.50%,1.6,52.55,Low,3/24/22
"Fauquier County, VA",51061,Virginia,"71,222",109,"Prince William (Dale City), VA - Fauquier, VA",0.40%,0.7,60.37,Low,3/24/22
"Floyd County, VA",51063,Virginia,"15,749",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,63.5,Low,3/24/22
"Fluvanna County, VA",51065,Virginia,"27,270",99,"Albemarle, VA - Charlottesville City, VA",3.00%,6.3,25.67,Low,3/24/22
"Franklin County, VA",51067,Virginia,"56,042",14,"Roanoke City, VA - Roanoke, VA",4.00%,5.7,49.96,Low,3/24/22
